id,perceptionId,originX,originY,destinationX,destinationY,translationX,translationY,rotationCCW
0,20670.868778139753_35383.323329883846,20670.868778139753,35383.323329883846,28254.141256706273,37520.677810865986,7583.27247856652,2137.3544809821396,0.0
1,20576.427852234552_35251.1607193347,20576.427852234552,35251.1607193347,28202.208005914978,37579.53755705791,7625.780153680425,2328.376837723212,0.0
2,20453.177088943266_36408.66555431137,20453.177088943266,36408.66555431137,28263.420811918917,37512.63491707286,7810.243722975651,1103.9693627614906,0.0
3,21049.399823895_36286.55078994718,21049.399823895,36286.55078994718,28286.923248302228,37494.8557976371,7237.523424407227,1208.3050076899235,0.0
4,20430.951700621095_35504.9736015307,20430.951700621095,35504.9736015307,28309.21657966913,37457.07346540661,7878.264879048034,1952.099863875912,0.0
5,21572.227032402374_35723.96166743363,21572.227032402374,35723.96166743363,28241.69680019033,37625.04838171387,6669.469767787956,1901.086714280238,0.0
6,21569.575148646327_35719.52086798908,21569.575148646327,35719.52086798908,28327.63694331808,37600.83381155989,6758.061794671754,1881.3129435708106,0.0
7,21596.8249808591_35710.414345803714,21596.8249808591,35710.414345803714,28366.139300435607,37557.5530332904,6769.314319576508,1847.1386874866876,3.141592653589793
8,20500.845985051677_36451.832438295474,20500.845985051677,36451.832438295474,28254.141256706273,37520.677810865986,7753.295271654595,1068.8453725705112,0.0
9,20500.845985051677_36451.832438295474,20500.845985051677,36451.832438295474,28254.141256706273,37520.677810865986,7753.295271654595,1068.8453725705112,0.0
10,20453.177088943266_36408.66555431137,20453.177088943266,36408.66555431137,28215.40372845887,37609.42221882742,7762.226639515604,1200.756664516055,0.0
11,20408.559092799616_35628.61268714663,20408.559092799616,35628.61268714663,28263.420811918917,37512.63491707286,7854.861719119301,1884.022229926224,0.0
12,20413.57936475492_35629.8217072987,20413.57936475492,35629.8217072987,28321.051418531526,37520.282498396926,7907.472053776604,1890.4607910982231,0.0
